# File ID /Users/paulross/PycharmProjects/TotalDepth/tmp/pymemtrace/K/20260606_105231_0_23826_O_0_PY3.13.13.log
# Clock LASRead LASSection LogRecord XhtmlStream RSS dRSS
0.526698     0   0   -1   0   47648768   0        
0.527157     0   0   0    0   47661056   0        
0.527663     0   0   1    0   47661056   0        
0.527806     0   0   0    0   47661056   0        
0.527962     0   0   -1   0   47661056   0        
0.529069     0   0   0    0   47673344   0        
0.529316     0   0   -1   0   47681536   0        
0.529343     0   0   0    0   47681536   0        
0.529561     0   0   -1   0   47681536   0        
0.529752     1   0   -1   0   47681536   0        
0.530139     1   1   -1   0   47681536   0        
0.530646     1   2   -1   0   47689728   0        
0.532653     1   3   -1   0   47693824   0        
0.539626     1   4   -1   0   47714304   0        
0.785505     1   4   0    0   53489664   0        
0.791888     1   4   -1   0   53489664   0        
1.032489     1   4   0    0   53530624   0        
1.032729     1   4   -1   0   53530624   0        
1.046707     1   4   0    0   53530624   0        
1.046908     1   4   -1   0   53530624   0        
1.303887     1   4   0    0   53575680   0        
1.304107     1   4   -1   0   53579776   0        
1.53449      1   4   0    0   53620736   0        
1.534705     1   4   -1   0   53620736   0        
1.561909     1   4   0    0   53620736   0        
1.562107     1   4   -1   0   53620736   0        
1.816349     1   4   0    0   53661696   0        
1.81658      1   4   -1   0   53661696   0        
2.035303     1   4   0    0   53702656   0        
2.03553      1   4   -1   0   53702656   0        
2.073597     1   4   0    0   53702656   0        
2.073797     1   4   -1   0   53702656   0        
2.328759     1   4   0    0   53743616   0        
2.334484     1   4   -1   0   53743616   0        
2.543837     1   4   0    0   53784576   0        
2.544087     1   4   -1   0   53784576   0        
2.590947     1   4   0    0   53788672   0        
2.59121      1   4   -1   0   53788672   0        
2.827797     1   4   0    0   53829632   0        
2.828007     1   4   -1   0   53829632   0        
3.024946     1   4   0    0   53870592   0        
3.025161     1   4   -1   0   53870592   0        
3.08904      1   4   0    0   53870592   0        
3.089227     1   4   -1   0   53870592   0        
3.335704     1   4   0    0   53911552   0        
3.342046     1   4   -1   0   53911552   0        
3.459701     1   4   0    0   53932032   0        
3.45998      1   4   -1   0   53932032   0        
3.548171     1   4   0    0   53932032   0        
3.548507     1   4   -1   0   53932032   0        
3.807654     1   4   0    0   54288384   0        
3.807883     1   4   -1   0   54288384   0        
3.96027      1   4   0    0   52297728   0        
3.960556     1   4   -1   0   52297728   0        
4.000698     1   4   -1   1   53231616   0        
4.0617       1   4   0    1   53252096   0        
4.061928     1   4   -1   1   53252096   0        
4.319517     1   4   0    1   53751808   0        
4.319754     1   4   -1   1   53751808   0        
4.465328     1   4   0    1   53833728   0        
4.465551     1   4   -1   1   53833728   0        
4.578481     1   4   0    1   53833728   0        
4.578688     1   4   -1   1   53833728   0        
4.834851     1   4   0    1   53846016   0        
4.835098     1   4   -1   1   53846016   0        
4.976325     1   4   0    1   53846016   0        
4.976545     1   4   -1   1   53846016   0        
5.096731     1   4   0    1   53846016   0        
5.096975     1   4   -1   1   53846016   0        
5.355809     1   4   0    1   53846016   0        
5.35602      1   4   -1   1   53846016   0        
5.458852     1   4   -1   0   53850112   0        
5.459709     1   4   0    0   53850112   0        
5.459958     1   4   -1   0   53850112   0        
5.459982     1   4   0    0   53850112   0        
5.460164     1   4   -1   0   53850112   0        
5.460209     2   4   -1   0   53850112   0        
5.460557     2   5   -1   0   53850112   0        
5.460901     2   6   -1   0   53850112   0        
5.462779     2   7   -1   0   53850112   0        
5.468946     2   8   -1   0   53850112   0        
5.477507     2   8   0    0   53850112   0        
5.477761     2   8   -1   0   53850112   0        
5.608685     2   8   0    0   60293120   0        
5.60891      2   8   -1   0   60293120   0        
5.867937     2   8   0    0   60342272   0        
5.868175     2   8   -1   0   60346368   0        
5.985293     2   8   0    0   60383232   0        
5.985505     2   8   -1   0   60383232   0        
6.115474     2   8   0    0   60391424   0        
6.116071     2   8   -1   0   60399616   0        
6.36239      2   8   0    0   60432384   0        
6.36265      2   8   -1   0   60432384   0        
6.47325      2   8   0    0   60432384   0        
6.473497     2   8   -1   0   60432384   0        
6.620597     2   8   0    0   60465152   0        
6.620846     2   8   -1   0   60465152   0        
6.881043     2   8   0    0   60497920   0        
6.881273     2   8   -1   0   60497920   0        
6.980188     2   8   0    0   60530688   0        
6.980456     2   8   -1   0   60530688   0        
7.138571     2   8   0    0   60530688   0        
7.1389       2   8   -1   0   60530688   0        
7.396353     2   8   0    0   60596224   0        
7.396587     2   8   -1   0   60596224   0        
7.487861     2   8   0    0   60596224   0        
7.488088     2   8   -1   0   60596224   0        
7.655275     2   8   0    0   60628992   0        
7.655486     2   8   -1   0   60628992   0        
7.913255     2   8   0    0   60661760   0        
7.913502     2   8   -1   0   60661760   0        
7.997444     2   8   0    0   60661760   0        
7.99786      2   8   -1   0   60661760   0        
8.17394      2   8   0    0   60694528   0        
8.174156     2   8   -1   0   60694528   0        
8.430183     2   8   0    0   60727296   0        
8.430438     2   8   -1   0   60727296   0        
8.504518     2   8   0    0   60760064   0        
